Taxa,Class,Order,Family,Genus,functional.group,Nitrogen.fixation,Si.demand,Mixotrophy,Colony,Mobility,Pigment,Ind_size,Colony_size,Source,System
Nitzschia plana,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia pseudoacicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,320,Kanako,
Nitzschia pseudofonticola,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,278.218543,Kremer,
Nitzschia pumila,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,106.1154023,Kremer,
Nitzschia punctata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,2581,Kremer,
Nitzschia pura,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,213.9869716,Kremer,
Nitzschia pusilla,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia pusilla,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,110.0715084,Kremer,
Nitzschia radicula,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,357.5276014,Kremer,
Nitzschia recta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,630,Orlane,Gv
Nitzschia recta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia recta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,3157.140729,Kremer,
Nitzschia reversa,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,479.8494604,Lin,Ks
Nitzschia reversa,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,443.8334561,Kremer,
Nitzschia romana,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,150,Kanako,
Nitzschia romana,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,86.7784022,Kremer,
Nitzschia sigma,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,3804.000001,Klais,
Nitzschia sigma,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia sigma,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,3766.262734,Kremer,
Nitzschia sigma var. rigida,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia sigmoidea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,15800,Orlane,Gv
Nitzschia sigmoidea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,9244.913256,Klais,
Nitzschia sigmoidea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia sigmoidea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,3005.777843,Kremer,
Nitzschia sigmoidia,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,5000,Cornell,Oneida
Nitzschia sinuata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,274.9487015,Kremer,
Nitzschia sociabilis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,152.3706178,Kremer,
Nitzschia sp.,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,310,310,Clark,Bw
Nitzschia sp.,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,800,Orlane,Gv
Nitzschia sp.,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,310,Kanako,
Nitzschia spathulata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia spiculum,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,177.4890304,Kremer,
Nitzschia spp.,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,273.56918,Lin,Ks
Nitzschia spp.,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,310,310,Maiko,Inba
Nitzschia subacicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,281.6844634,Lin,Ks
Nitzschia subacicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,280.3713813,Kremer,
Nitzschia subcapitellata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,870,Kremer,
Nitzschia subcohaerens,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia sublinearis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,487.7667718,Kremer,
Nitzschia subrostrata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,313,Kremer,
Nitzschia subtilis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,1043.250399,Kremer,
Nitzschia supralitorea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia tarda,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,1306,Kremer,
Nitzschia thermalis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,165,Kremer,
Nitzschia tropica,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,186.4691764,Kremer,
Nitzschia trybilionella,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,400,Kanako,
Nitzschia tryblionella,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia tubicola,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia umbonata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia valdestriata,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,71.28164854,Kremer,
Nitzschia ventricosa,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia vermicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia vermicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,3846.521693,Kremer,
Nitzschia vermicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,310,310,Maiko,Inba
Nitzschia vermicularis,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,5000,Cornell,Oneida
Nitzschia vitrea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Nitzschia vitrea,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,1822.249554,Kremer,
Nitzschia vitrea var. salinarum,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,D,0,1,0,0,0,BW,,NA,SCOR,
Noctiluca scintillans,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,,0,0,1,0,1,BW,,1456790.287,Klais,
Noctiluca scintillans,Dinophyceae,Noctilucales,Noctilucaceae,Noctiluca,,0,0,1,0,1,BW,,NA,SCOR,
Nodularia,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,H1,1,0,0,1,0.5,B,,3582.387555,Klais,
Nodularia,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,H1,1,0,0,1,0.5,B,,NA,SCOR,
Nodularia baltica,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,H1,1,0,0,1,0.5,B,,NA,SCOR,
Nodularia harveyana,Cyanophyceae,Nostocales,Microchaetaceae,Nodularia,H1,1,0,0,1,0.5,B,,380,Kremer,
Nodularia spumigena,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,H1,1,0,0,1,0.5,B,,12228.84951,Klais,
Nodularia spumigena,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,H1,1,0,0,1,0.5,B,,NA,SCOR,
Nostoc,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,H1,1,0,0,1,0.5,B,,NA,SCOR,
Nostoc commune,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,H1,1,0,0,1,0.5,B,,NA,SCOR,
Nostoc commune,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,H1,1,0,0,1,0.5,B,,26.1938338,Kremer,
Nostoc sp.,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,H1,1,0,0,1,0.5,B,,15000,Kanako,
Nostocales,Cyanophyceae,Nostocales,Nostocaceae,,H1,1,0,0,1,0.5,B,,165.520158,Klais,
Nostocales,Cyanophyceae,Nostocales,Nostocaceae,,H1,1,0,0,1,0.5,B,,NA,SCOR,
Ochromonadaceae,Chrysophyceae,,,Ochromonadaceae,X3,0,0,1,0,1,BW,1000,1000,Maiko,Inba
Ochromonadales,Chrysophyceae,Ochromonadales,,,X3,0,0,1,0,1,BW,,55.70312826,Klais,
Ochromonadales,Chrysophyceae,Ochromonadales,,,X3,0,0,1,0,1,BW,,NA,SCOR,
Ochromonas,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,146.5581459,Klais,
Ochromonas,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,NA,SCOR,
Ochromonas cosmopolita,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,383.2509774,Klais,
Ochromonas cosmopolita,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,NA,SCOR,
Ochromonas crenata,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,"2,800",2800,Clark,Bw
Ochromonas crenata,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,2800,Kanako,
Ochromonas mutabilis,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,500,Kanako,
Ochromonas sp.,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,65,Orlane,Gv
Ochromonas sp.,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,1000,Kanako,
Ochromonas sp.,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,1000,1000,Maiko,Inba
Ochromonas spp.,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,130.3973721,Lin,Ks
Ochromonas spp.,Chrysophyceae,Ochromonadales,Chromulinaceae,Ochromonas,X3,0,0,1,0,1,BW,,150,Cornell,Oneida
Odontella,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,NA,SCOR,
Odontella aurita,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,11630.67987,Klais,
Odontella aurita,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,NA,SCOR,
Odontella aurita var. minima,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,NA,SCOR,
Odontella aurita var. obtusa,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,NA,SCOR,
Odontella granulata,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,0,0,BW,,NA,SCOR,
Odontella longicruris,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,NA,SCOR,
Odontella mobiliensis,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,0,0,BW,,10901,Klais,
Odontella rhombus f. trigona,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,0,0,BW,,NA,SCOR,
Odontella sinensis,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,978983.6689,Klais,
Odontella sinensis,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,1,0,BW,,NA,SCOR,
Odontella turgida,Bacillariophyceae,Triceratiales,Triceratiaceae,Odontella,,0,1,0,0,0,BW,,NA,SCOR,
Oedogonium,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium,,0,0,0,1,0,G,,510.0000001,Klais,
Oedogonium,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium,,0,0,0,1,0,G,,NA,SCOR,
Oedogonium sp.,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium,,0,0,0,1,0,G,,27000,Kanako,
Olisthodiscus,Raphidophyceae,Chattonellales,Chattonellaceae,Olisthodiscus,,0,0,0,0,1,BW,,NA,SCOR,
Olisthodiscus luteus,Raphidophyceae,Chattonellales,Chattonellaceae,Olisthodiscus,,0,0,0,0,1,BW,,NA,SCOR,
Ollicola vangoorii,Chrysophyceae,Chromulinales,Dinobryaceae,Ollicola,E,0,0,1,0,1,BW,,23.77270931,Klais,
Ollicola vangoorii,Chrysophyceae,Chromulinales,Dinobryaceae,Ollicola,E,0,0,1,0,1,BW,,NA,SCOR,
Oocystaceae,Chlorophyceae,,,Oocystaceae,,0,0,0,0,0,G,550,550,Maiko,Inba
Oocystis,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,114.7746306,Klais,
Oocystis,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis borgei,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,300,300,Clark,Bw
Oocystis borgei,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,678.3208818,Klais,
Oocystis borgei,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis borgei,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,300,Kanako,
Oocystis borgei,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,1297.89449,Kremer,
Oocystis ecballocystiformis,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,500,Kanako,
Oocystis elliptica,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis elliptica,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,7854,Kremer,
Oocystis elliptica,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,700,Cornell,Oneida
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,970,970,Clark,Bw
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,285,Orlane,Gv
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,374.3390292,Klais,
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,970,Kanako,
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,718.8327119,Kremer,
Oocystis lacustris,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,700,Cornell,Oneida
Oocystis marssonii,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis marssonii,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,443.9920726,Kremer,
Oocystis naegelii,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,1540.017151,Kremer,
Oocystis natans,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,800,Kanako,
Oocystis parva,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,100,100,Clark,Bw
Oocystis parva,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,182.9644921,Klais,
Oocystis parva,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis parva,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,100,Kanako,
Oocystis parva,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,285.8801252,Kremer,
Oocystis pelagica,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,298.3576811,Klais,
Oocystis pelagica,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis pusilla,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,0,0,G,,NA,SCOR,
Oocystis pusilla,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,0,0,G,,100,Kanako,
Oocystis pusilla,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,0,0,G,,23.26792222,Kremer,
Oocystis rhomboidea,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis solitaria,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,530,530,Clark,Bw
Oocystis solitaria,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,0,0,G,,1050,Orlane,Gv
Oocystis solitaria,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,981.9683552,Klais,
Oocystis solitaria,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis solitaria,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,530,Kanako,
Oocystis solitaria,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,522.3005416,Kremer,
Oocystis sp.,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,550,550,Clark,Bw
Oocystis sp.,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,132,Orlane,Gv
Oocystis sp.,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,550,Kanako,
Oocystis sp. (a),Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,550,550,Clark,Bw
Oocystis spp.,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,0,0,G,,508.992795,Lin,Ks
Oocystis spp.,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,0,0,G,550,550,Maiko,Inba
Oocystis submarina,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,530,530,Clark,Bw
Oocystis submarina,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,282.5047439,Klais,
Oocystis submarina,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,NA,SCOR,
Oocystis submarina,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,530,Kanako,
Oocystis submarina,Chlorophyceae,Oocystales,Oocystaceae,Oocystis,F,0,0,0,1,0,G,,57.82078304,Kremer,
Oonephris obesa,Chlorophyceae,Oocystales,Oocystaceae,Oonephris,F,0,0,0,,0,G,,18255,Kremer,
Opephora pacifica,Fragilariophyceae,Fragilariales,Fragilariaceae,Opephora,,0,1,0,1,0,BW,,522.4480835,Kremer,
Ophiocytium,Xanthophyceae,Mischococcales,Ophiocytaceae,Ophiocytium,F,0,0,0,0,0,BW,,NA,SCOR,
Ophiocytium capitatum,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium,F,0,0,0,0,0,BW,,NA,SCOR,
Ophiocytium capitatum,Xanthophyceae,Mischococcales,Ophiocytaceae,Ophiocytium,F,0,0,0,0,0,BW,,540.724767,Kremer,
Ophiocytium capitatum var. longispinum,Xanthophyceae,Mischococcales,Ophiocytaceae,Ophiocytium,F,0,0,0,0,0,BW,,150,Cornell,Oneida
Ophiocytium cochleare,Xanthophyceae,Mischococcales,Ophiocytaceae,Ophiocytium,F,0,0,0,0,0,BW,,580.1597133,Kremer,
Ophiocytium desertum,Xanthophyceae,Mischococcales,Ophiocytaceae,Ophiocytium,F,0,0,0,0,0,BW,,1408,Kremer,
Ophiocytium gracilipes,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium,F,0,0,0,0,0,BW,,NA,SCOR,
Ophiocytium sp.,Xanthophyceae,Mischococcales,Ophiocytaceae,Ophiocytium,F,0,0,0,0,0,BW,,1000,Kanako,
Ophiocytium sp.,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium,F,0,0,0,0,0,BW,1000,1000,Maiko,Inba
Oscillatoria,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,93.66660619,Klais,
Oscillatoria,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,NA,SCOR,
Oscillatoria acutissima,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,315,Orlane,Gv
Oscillatoria amphibia,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,346.3116906,Kremer,
Oscillatoria angustissima,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,72.9011284,Kremer,
Oscillatoria arachnoidea,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,NA,SCOR,
Oscillatoria bourrellyi,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,2800,Orlane,Gv
Oscillatoria cf limnetica,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,310,Orlane,Gv
Oscillatoria chlorina,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,1379.559893,Kremer,
Oscillatoria hamelii,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,7916.8135,Kremer,
Oscillatoria Kawamurae,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,3600000,Kanako,
Oscillatoria limnetica,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,280,Orlane,Gv
Oscillatoria limnetica,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,126.0754056,Kremer,
Oscillatoria limnetica acicularis,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,280,Orlane,Gv
Oscillatoria limosa,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,22700,Orlane,Gv
Oscillatoria limosa,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,NA,SCOR,
Oscillatoria limosa,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,359.8993906,Kremer,
Oscillatoria lutea,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,224.7825871,Kremer,
Oscillatoria ornata,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,NA,SCOR,
Oscillatoria princeps,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,34.86910256,Kremer,
Oscillatoria prolifica,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,24,Cornell,Oneida
Oscillatoria redeckei,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,180,Orlane,Gv
Oscillatoria rubescens,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,2800,Orlane,Gv
Oscillatoria sancta,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,NA,SCOR,
Oscillatoria sancta,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,434,Kremer,
Oscillatoria sp.,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,130,13000,Clark,Bw
Oscillatoria sp.,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,2800,Orlane,Gv
Oscillatoria sp.,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,13000,Kanako,
Oscillatoria sp.б]cf.tenuisб^,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,140,14000,Maiko,Inba
Oscillatoria splendida,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,24,Cornell,Oneida
Oscillatoria spp.,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,130,13000,Maiko,Inba
Oscillatoria subbrevis,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,NA,SCOR,
Oscillatoria subbrevis,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,48.01857987,Kremer,
Oscillatoria subtillissima,Cyanophyceae,Nostocales,Oscillatoriaceae,Oscillatoria,MP,1,0,0,1,0.5,B,,330.76,Kremer,
